make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
Porsche,986 Boxster,Convertible,Manual,RWD,Private Party,2003.0,128600.0,31.0,1,1,1,1,8500.0,sold,2003 Porsche Boxster,Ended January 28th at 4:46 AM,"Pacoima, CA 91331",23.0
Dodge,Viper,Convertible,Manual,RWD,Private Party,1996.0,25800.0,19.0,1,1,1,0,40250.0,sold,1996 Dodge Viper RT/10 Roadster,Ended February 6th at 2:24 AM,"San Diego, CA 92103",30.0
Porsche,992 911,Convertible,Automatic,RWD,Private Party,2023.0,4700.0,40.0,0,1,1,0,126000.0,sold,2023 Porsche 911 Carrera Cabriolet,Ended January 9th at 2:36 AM,"Bellevue, WA 98005",3.0
Aston Martin,Vantage,Coupe,Automatic,RWD,Dealer,2009.0,34700.0,52.0,0,1,0,0,32800.0,sold,2009 Aston Martin V8 Vantage,Ended January 30th at 3:05 AM,"Albertson, NY 11507",17.0
BMW,Alpina B7,Sedan,Automatic,4WD/AWD,Dealer,2018.0,58800.0,37.0,0,0,0,0,45000.0,sold,2018 BMW Alpina B7 xDrive,Ended February 4th at 4:20 AM,"Pompano Beach, FL 33064",8.0
GMC,Jimmy,SUV/Crossover,Automatic,4WD/AWD,Private Party,1990.0,75000.0,39.0,0,0,1,0,10100.0,sold,1990 GMC S-15 Jimmy 4x4,Ended January 22nd at 3:20 AM,"Willis, TX 77318",36.0
Volvo,S60,Sedan,Automatic,4WD/AWD,Private Party,2007.0,183600.0,17.0,0,0,1,1,4500.0,sold,2007 Volvo S60R,"Ended October 24th, 2025 at 3:46 AM","Minneapolis, MN 55401",19.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1990.0,144100.0,17.0,1,1,1,1,8100.0,sold,1990 Mazda MX-5 Miata,"Ended November 26th, 2025 at 4:15 AM","Tucson, AZ 85704",36.0
BMW,E9X M3,Sedan,Manual,RWD,Private Party,2008.0,104900.0,28.0,1,1,1,1,26000.0,sold,2008 BMW M3 Sedan,Ended January 24th at 3:42 AM,"Issaquah, WA 98027",18.0
Mercedes-Benz,G Wagen,SUV/Crossover,Manual,4WD/AWD,Private Party,1992.0,28700.0,33.0,1,0,1,0,41600.0,sold,1992 Mercedes-Benz 250GD Wolf,Ended January 16th at 4:31 AM,"Gilbert, AZ 85296",34.0
BMW,E46 M3,Coupe,Manual,RWD,Private Party,2005.0,139000.0,46.0,1,1,1,1,29000.0,sold,2005 BMW M3 Coupe Competition Package,Ended February 3rd at 4:13 AM,"Boca Raton, FL 33486",21.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Dealer,2007.0,297500.0,24.0,0,0,0,1,14100.0,sold,2007 Toyota Land Cruiser,Ended January 1st at 4:06 AM,"Boyds, MD 20841",19.0
Audi,R8,Coupe,Manual,4WD/AWD,Dealer,2015.0,13800.0,44.0,1,0,0,0,261000.0,sold,2015 Audi R8 V10 Plus Coupe,Ended January 13th at 2:29 AM,"Rockville, MD 20850",11.0
BMW,Z3,Convertible,Automatic,RWD,Private Party,2002.0,109600.0,13.0,0,1,1,1,4400.0,sold,2002 BMW Z3 2.5i Roadster,"Ended November 21st, 2025 at 4:34 AM","Los Angeles, CA 90068",24.0
Subaru,WRX,Sedan,Manual,4WD/AWD,Private Party,2019.0,92400.0,26.0,1,0,1,0,14300.0,sold,2019 Subaru WRX,Ended February 21st at 4:25 AM,"Ramona, CA 92065",7.0
Porsche,997 911,Coupe,Automatic,4WD/AWD,Dealer,2007.0,226600.0,30.0,0,0,0,1,27777.0,sold,2007 Porsche 911 Carrera 4S Coupe,"Ended December 12th, 2025 at 4:02 AM","Pelham, NH 03076",19.0
Infiniti,FX35,SUV/Crossover,Automatic,RWD,Private Party,2007.0,212500.0,44.0,0,1,1,1,12500.0,sold,2007 Infiniti FX35,Ended January 14th at 3:24 AM,"Morristown, NJ 07960",19.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,1998.0,98200.0,47.0,1,1,1,0,7800.0,sold,1998 BMW 328i Sedan,Ended January 24th at 4:31 AM,"Chicago, IL 60653",28.0
Lexus,LS,Sedan,Automatic,RWD,Dealer,2002.0,134000.0,16.0,0,1,0,1,6008.0,sold,2002 Lexus LS 430,"Ended December 30th, 2025 at 5:09 AM","Pompano Beach, FL 33060",24.0
Ford,Mustang,Coupe,Automatic,RWD,Private Party,1966.0,7700.0,33.0,0,1,1,0,16000.0,sold,1966 Ford Mustang Coupe,"Ended October 29th, 2025 at 1:39 AM","Heber City, UT 84032",60.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2015.0,59600.0,43.0,0,0,1,0,39000.0,sold,2015 Porsche Cayenne Turbo,Ended March 3rd at 4:05 AM,"San Diego, CA 92127",11.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2010.0,204600.0,38.0,0,0,1,1,13900.0,sold,2010 Lexus GX 460,Ended February 4th at 3:07 AM,"Richmond, CA 94804",16.0
BMW,E9X M3,Coupe,Manual,RWD,Private Party,2010.0,92600.0,48.0,1,1,1,0,29450.0,sold,2010 BMW M3 Coupe,Ended February 27th at 2:34 AM,"Tujunga, CA 91042",16.0
Tesla,Model X,SUV/Crossover,Automatic,4WD/AWD,Private Party,2017.0,120600.0,35.0,0,0,1,1,27000.0,sold,2017 Tesla Model X P100D,Ended February 5th at 4:25 AM,"Hollywood, FL 33025",9.0
Porsche,996 911,Coupe,Manual,4WD/AWD,Private Party,2001.0,16200.0,17.0,1,0,1,0,83000.0,sold,2001 Porsche 911 Turbo Coupe,"Ended November 8th, 2025 at 4:50 AM","Columbia, LA 71418",25.0
Ford,Mustang,Coupe,Manual,RWD,Dealer,1965.0,1200.0,60.0,1,1,0,0,58000.0,sold,1965 Ford Mustang Fastback,"Ended November 13th, 2025 at 3:48 AM","Wichita, KS 67202",61.0
BMW,X7,SUV/Crossover,Automatic,4WD/AWD,Private Party,2020.0,52100.0,26.0,0,0,1,0,35250.0,sold,2020 BMW X7 xDrive40i,Ended February 7th at 4:20 AM,"Leander, TX 78641",6.0
Audi,TTS,Coupe,Automatic,4WD/AWD,Private Party,2020.0,48900.0,62.0,0,0,1,0,31600.0,sold,2020 Audi TTS Coupe,Ended February 4th at 2:54 AM,"Long Beach, CA 90807",6.0
BMW,5 Series,Sedan,Manual,RWD,Private Party,1995.0,105000.0,19.0,1,1,1,1,9700.0,sold,1995 BMW 540i Sedan,Ended January 8th at 2:39 AM,"Bristol, CT 06010",31.0
Toyota,Tacoma,Truck,Automatic,RWD,Private Party,2013.0,106100.0,34.0,0,1,1,1,19000.0,sold,2013 Toyota Tacoma Limited Double Cab PreRunner,Ended January 7th at 3:46 AM,"Simi Valley, CA 93063",13.0
Jaguar,XKR,Convertible,Automatic,RWD,Private Party,2001.0,27100.0,38.0,0,1,1,0,16000.0,sold,2001 Jaguar XKR Convertible,"Ended December 2nd, 2025 at 3:14 AM","Reno, NV 89511",25.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1991.0,24700.0,29.0,1,1,1,0,13350.0,sold,1991 Mazda MX-5 Miata Special Edition,"Ended December 30th, 2025 at 3:52 AM","Berthoud, CO 80513",35.0
Dodge,Challenger,Coupe,Manual,RWD,Private Party,2019.0,55600.0,9.0,1,1,1,0,21250.0,sold,2019 Dodge Challenger R/T Scat Pack,"Ended December 11th, 2025 at 3:01 AM","Jamestown, NC 27282",7.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Dealer,2001.0,202200.0,42.0,0,0,0,1,7300.0,sold,2001 Toyota 4Runner SR5 4x4,Ended February 5th at 4:44 AM,"Orlando, FL 32820",25.0
Hummer,H1,SUV/Crossover,Automatic,4WD/AWD,Private Party,1999.0,85200.0,26.0,0,0,1,0,63500.0,sold,1999 Hummer H1 Wagon,"Ended December 23rd, 2025 at 2:39 AM","Fulshear, TX 77441",27.0
BMW,Z3,Coupe,Automatic,RWD,Private Party,1999.0,123700.0,34.0,0,1,1,1,17000.0,sold,1999 BMW Z3 2.8i Coupe,"Ended November 8th, 2025 at 4:18 AM","Salem, OR 97302",27.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2013.0,111300.0,28.0,0,0,0,1,11500.0,sold,2013 BMW X5 xDrive35d,"Ended November 29th, 2025 at 3:42 AM","Lathrop, CA 95330",13.0
Lexus,RX,SUV/Crossover,Automatic,FWD,Dealer,2004.0,82500.0,64.0,0,0,0,0,13000.0,sold,2004 Lexus RX 330,Ended February 13th at 2:55 AM,"Panorama City, CA 91402",22.0
Mercedes-Benz,GL AMG,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,133700.0,55.0,0,0,1,1,12222.0,sold,2014 Mercedes-Benz GL63 AMG,Ended February 7th at 3:42 AM,"Spring Valley, CA 91977",12.0
BMW,7 Series,Sedan,Automatic,RWD,Private Party,2000.0,143100.0,38.0,0,1,1,1,10100.0,sold,2000 BMW 750iL,Ended January 7th at 4:28 AM,"Lake Forest, CA 92630",26.0
Volvo,V60,Wagon,Automatic,4WD/AWD,Private Party,2021.0,22800.0,30.0,0,0,1,0,60500.0,sold,2021 Volvo V60 Recharge T8 Polestar Engineered,Ended January 31st at 4:18 AM,"San Diego, CA 92131",5.0
BMW,F06/F12/F13 M6,Sedan,Manual,RWD,Private Party,2015.0,78700.0,38.0,1,1,1,0,41250.0,sold,2015 BMW M6 Gran Coupe,Ended January 14th at 3:36 AM,"West Chester, OH 45069",11.0
Chevrolet,El Camino,Truck,Manual,RWD,Private Party,1979.0,2700.0,19.0,1,1,1,0,18450.0,sold,1979 Chevrolet El Camino,"Ended October 28th, 2025 at 1:55 AM","Machesney Park, IL 61115",47.0
Nissan,Stagea,Wagon,Manual,RWD,Private Party,1998.0,67900.0,46.0,1,1,1,0,23000.0,sold,1998 Nissan Stagea 25T RS-V,"Ended November 11th, 2025 at 2:51 AM","Milford, DE 19963",28.0
Porsche,996 911,Coupe,Manual,RWD,Private Party,2002.0,68600.0,43.0,1,1,1,0,37540.0,sold,2002 Porsche 911 Carrera Coupe,Ended February 13th at 3:44 AM,"Berkey, OH 43504",24.0
Tesla,Model X,SUV/Crossover,Automatic,4WD/AWD,Private Party,2020.0,44000.0,19.0,0,0,1,0,35500.0,sold,2020 Tesla Model X Long Range Plus,"Ended November 5th, 2025 at 4:47 AM","Anaheim, CA 92804",6.0
Volkswagen,Passat,Wagon,Automatic,4WD/AWD,Private Party,2003.0,125300.0,12.0,0,0,1,1,6200.0,sold,2003 Volkswagen Passat W8 Wagon,"Ended October 15th, 2025 at 2:58 AM","Easley, SC 29640",23.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2011.0,62600.0,30.0,0,0,1,0,21100.0,sold,2011 Porsche Cayenne Turbo,Ended February 24th at 3:08 AM,"Encinitas, CA 92024",15.0
Lexus,GS,Sedan,Automatic,RWD,Dealer,2000.0,150000.0,23.0,0,1,0,1,5300.0,sold,2000 Lexus GS 300,Ended March 3rd at 4:10 AM,"Orlando, FL 32820",26.0
Toyota,FJ Cruiser,SUV/Crossover,Manual,4WD/AWD,Dealer,2013.0,204500.0,24.0,1,0,0,1,13300.0,sold,2013 Toyota FJ Cruiser Trail Teams Special Edition,Ended January 7th at 3:02 AM,"Port Washington, NY 11050",13.0
Porsche,997 911,Coupe,Manual,RWD,Private Party,2009.0,84000.0,46.0,1,1,1,0,50250.0,sold,2009 Porsche 911 Carrera Coupe,Ended January 22nd at 4:06 AM,"Shawnee Mission, KS 66226",17.0
Chevrolet,C4 Corvette,Coupe,Manual,RWD,Private Party,1991.0,31700.0,31.0,1,1,1,0,25250.0,sold,1991 Chevrolet Corvette ZR-1,"Ended October 23rd, 2025 at 3:57 AM","Clarkston, MI 48346",35.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2007.0,113700.0,8.0,0,0,1,1,12603.0,sold,2007 Toyota FJ Cruiser,Ended February 21st at 3:50 AM,"Philadelphia, PA 19115",19.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,2002.0,75000.0,47.0,1,1,1,0,23500.0,sold,2002 Porsche 911 Carrera Cabriolet,Ended January 3rd at 3:09 AM,"Coos Bay, OR 97420",24.0
Mercedes-Benz,R230 SL,Convertible,Automatic,RWD,Private Party,2003.0,40900.0,21.0,0,1,1,0,9100.0,sold,2003 Mercedes-Benz SL500,"Ended October 21st, 2025 at 3:38 AM","Carlsbad, CA 92011",23.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Private Party,1998.0,132100.0,9.0,0,0,1,1,2650.0,sold,1998 Range Rover 4.6 HSE,"Ended December 17th, 2025 at 3:25 AM","Boise, ID 83702",28.0
BMW,E9X M3,Sedan,Manual,RWD,Private Party,2010.0,43000.0,42.0,1,1,1,0,45000.0,sold,2010 BMW M3 Sedan,"Ended November 15th, 2025 at 3:40 AM","Brooklyn, NY 11205",16.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2013.0,114600.0,50.0,0,0,0,1,14250.0,sold,2013 Range Rover Sport HSE LUX,Ended January 6th at 3:03 AM,"Lathrop, CA 95330",13.0
Mercury,Marauder,Sedan,Automatic,RWD,Private Party,2004.0,57200.0,30.0,0,1,1,0,18500.0,sold,2004 Mercury Marauder,"Ended November 22nd, 2025 at 3:07 AM","West Bloomfield, MI 48322",22.0
Ford,Focus,Hatchback,Manual,FWD,Private Party,2015.0,102900.0,32.0,1,0,1,1,7000.0,sold,2015 Ford Focus ST,Ended January 8th at 2:55 AM,"Keller, TX 76248",11.0
Porsche,G Series/930 911,Coupe,Manual,RWD,Dealer,1988.0,46400.0,31.0,1,1,0,0,140000.0,sold,1988 Porsche 911 Turbo Coupe,Ended February 13th at 2:34 AM,"Seattle, WA 98199",38.0
Fiat,500 Abarth,Convertible,Manual,FWD,Private Party,2013.0,55300.0,35.0,1,0,1,0,8192.0,sold,2013 Fiat 500C Abarth Cabriolet,Ended February 14th at 2:34 AM,"San Diego, CA 92103",13.0
Chevrolet,Camaro,Coupe,Manual,RWD,Private Party,2020.0,27900.0,23.0,1,1,1,0,56500.0,sold,2020 Chevrolet Camaro ZL1 Coupe,"Ended December 11th, 2025 at 4:42 AM","Carthage, NC 28327",6.0
BMW,Z3,Convertible,Manual,RWD,Private Party,1997.0,71100.0,11.0,1,1,1,0,6200.0,sold,1997 BMW Z3 1.9i Roadster,Ended February 14th at 3:13 AM,"Rye, NY 10580",29.0
Chevrolet,C7 Corvette,Convertible,Manual,RWD,Private Party,2014.0,44700.0,41.0,1,1,1,0,30250.0,sold,2014 Chevrolet Corvette Stingray Convertible,Ended January 8th at 4:19 AM,"Louisville, KY 40202",12.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Private Party,2005.0,61700.0,36.0,1,0,1,0,22500.0,sold,2005 Subaru Impreza WRX STI,"Ended October 22nd, 2025 at 1:56 AM","Columbus, OH 43201",21.0
BMW,02 Series,Coupe,Automatic,RWD,Private Party,1976.0,70800.0,45.0,0,1,1,0,11212.0,sold,1976 BMW 2002,Ended March 3rd at 2:45 AM,"Las Vegas, NV 89102",50.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,57900.0,19.0,0,0,1,0,24750.0,sold,2014 Range Rover Supercharged LWB,"Ended December 5th, 2025 at 3:42 AM","Fort Pierce, FL 34951",12.0
Honda,S2000,Convertible,Manual,RWD,Private Party,2000.0,198800.0,38.0,1,1,1,1,13200.0,sold,2000 Honda S2000,"Ended November 22nd, 2025 at 4:01 AM","Hickory, NC 28602",26.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,1998.0,139000.0,25.0,0,0,1,1,13231.0,sold,1998 Toyota Land Cruiser Prado TZ,"Ended December 5th, 2025 at 3:32 AM","Norwalk, CT 06850",28.0
Nissan,350Z,Coupe,Manual,RWD,Private Party,2006.0,75200.0,58.0,1,1,1,0,10000.0,sold,2006 Nissan 350Z Coupe,Ended January 6th at 4:01 AM,"Rockford, IL 61107",20.0
Volkswagen,Golf,Wagon,Automatic,4WD/AWD,Private Party,2017.0,131700.0,50.0,0,0,1,1,9000.0,sold,2017 Volkswagen Golf Alltrack SE,"Ended December 10th, 2025 at 3:16 AM","Colchester, CT 06415",9.0
Aston Martin,Virage,Coupe,Automatic,RWD,Dealer,2012.0,16200.0,26.0,0,1,0,0,60007.0,sold,2012 Aston Martin Virage,"Ended October 30th, 2025 at 1:32 AM","Marietta, GA 30062",14.0
BMW,Z4,Convertible,Manual,RWD,Private Party,2003.0,110100.0,27.0,1,1,1,1,4200.0,sold,2003 BMW Z4 2.5i Roadster,Ended January 16th at 2:56 AM,"Herndon, VA 20170",23.0
Chevrolet,Camaro,Coupe,Manual,RWD,Private Party,2021.0,25700.0,30.0,1,1,1,0,53000.0,sold,2021 Chevrolet Camaro ZL1 Coupe,Ended January 3rd at 2:34 AM,"Covington, LA 70435",5.0
Porsche,987 Boxster,Convertible,Manual,RWD,Private Party,2005.0,86500.0,38.0,1,1,1,0,15000.0,sold,2005 Porsche Boxster,"Ended December 30th, 2025 at 2:58 AM","W Hartford, CT 06119",21.0
Aston Martin,Vantage,Coupe,Automatic,RWD,Private Party,2015.0,29800.0,15.0,0,1,1,0,97500.0,sold,2015 Aston Martin V12 Vantage S,"Ended December 2nd, 2025 at 5:13 AM","Franklin, TN 37064",11.0
BMW,7 Series,Sedan,Manual,RWD,Private Party,1995.0,104100.0,19.0,1,1,1,1,6500.0,sold,1995 BMW 728i,"Ended November 26th, 2025 at 3:06 AM","Jacksonville, FL 32258",31.0
Mercedes-Benz,W212 E63 AMG,Wagon,Automatic,4WD/AWD,Private Party,2014.0,71200.0,41.0,0,0,1,0,40500.0,sold,2014 Mercedes-Benz E63 S AMG Wagon,"Ended October 25th, 2025 at 1:32 AM","Hilton, NY 14468",12.0
Porsche,997 911,Coupe,Automatic,4WD/AWD,Private Party,2009.0,124700.0,54.0,0,0,1,1,49000.0,sold,2009 Porsche 911 Targa 4S,Ended February 27th at 4:38 AM,"Johns Island, SC 29455",17.0
Honda,S2000,Convertible,Manual,RWD,Private Party,2002.0,28600.0,17.0,1,1,1,0,38500.0,sold,2002 Honda S2000,"Ended December 30th, 2025 at 4:12 AM","Fort Myers, FL 33913",24.0
Audi,e-Tron,SUV/Crossover,Automatic,4WD/AWD,Private Party,2022.0,16700.0,28.0,0,0,1,0,36000.0,sold,2022 Audi e-tron Quattro Chronos Edition,Ended January 22nd at 3:51 AM,"Monrovia, CA 91016",4.0
Nissan,Stagea,Wagon,Automatic,4WD/AWD,Private Party,1997.0,119500.0,47.0,0,0,1,1,13400.0,sold,1997 Nissan Stagea RS Four,Ended January 13th at 3:02 AM,"Lake Oswego, OR 97034",29.0
Volvo,V70,Wagon,Manual,4WD/AWD,Private Party,2004.0,148500.0,44.0,1,0,1,1,20000.0,sold,2004 Volvo V70R,"Ended November 19th, 2025 at 2:34 AM","Milwaukee, WI 53211",22.0
Jeep,Wagoneer,SUV/Crossover,Automatic,4WD/AWD,Private Party,1987.0,92800.0,32.0,0,0,1,0,15500.0,sold,1987 Jeep Grand Wagoneer,Ended January 14th at 2:36 AM,"Lexington, KY 40503",39.0
Porsche,996 911,Convertible,Manual,4WD/AWD,Private Party,2000.0,66500.0,21.0,1,0,1,0,18246.0,sold,2000 Porsche 911 Carrera 4 Cabriolet,"Ended December 31st, 2025 at 4:08 AM","Tampa, FL 33611",26.0
Mercedes-Benz,ML-Class,SUV/Crossover,Automatic,4WD/AWD,Dealer,2006.0,66900.0,39.0,0,0,0,0,7300.0,sold,2006 Mercedes-Benz ML350,Ended January 3rd at 3:25 AM,"Ottsville, PA 18942",20.0
Audi,RS7,Sedan,Automatic,4WD/AWD,Private Party,2021.0,26200.0,30.0,0,0,1,0,76000.0,sold,2021 Audi RS7,Ended February 27th at 3:40 AM,"Austin, TX 78731",5.0
Jeep,Wrangler,SUV/Crossover,Automatic,4WD/AWD,Private Party,2004.0,128400.0,17.0,0,0,1,1,8200.0,sold,2004 Jeep Wrangler Unlimited 4x4,"Ended October 22nd, 2025 at 1:53 AM","Kitty Hawk, NC 27949",22.0
Mercedes-Benz,ML AMG,SUV/Crossover,Automatic,4WD/AWD,Dealer,2009.0,52300.0,33.0,0,0,0,0,17250.0,sold,2009 Mercedes-Benz ML63 AMG,"Ended November 5th, 2025 at 4:43 AM","Lincoln Park, MI 48146",17.0
TVR,Tuscan,Coupe,Manual,RWD,Private Party,2000.0,51000.0,13.0,1,1,1,0,50000.0,sold,2000 TVR Tuscan Speed Six,Ended January 1st at 2:30 AM,"Williamsport, PA 17701",26.0
GMC,Syclone,Truck,Automatic,4WD/AWD,Private Party,1991.0,37200.0,43.0,0,0,1,0,43888.0,sold,1991 GMC Syclone,"Ended October 25th, 2025 at 4:10 AM","Castleton On Hudson, NY 12033",35.0
McLaren,570S,Coupe,Automatic,RWD,Private Party,2017.0,60500.0,30.0,0,1,1,0,89000.0,sold,2017 McLaren 570S,Ended February 24th at 4:53 AM,"Chula Vista, CA 91913",9.0
Chevrolet,C4 Corvette,Convertible,Automatic,RWD,Private Party,1991.0,96700.0,23.0,0,1,1,0,5600.0,sold,1991 Chevrolet Corvette Convertible,"Ended November 8th, 2025 at 4:56 AM","Kenner, LA 70065",35.0
BMW,Z3,Convertible,Manual,RWD,Private Party,1998.0,74300.0,18.0,1,1,1,0,4800.0,sold,1998 BMW Z3 2.8i Roadster,"Ended December 3rd, 2025 at 4:01 AM","Saint Petersburg, FL 33705",28.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Private Party,1987.0,90100.0,54.0,0,1,1,0,15000.0,sold,1987 Mercedes-Benz 560SEL,"Ended October 25th, 2025 at 2:24 AM","Water Mill, NY 11976",39.0
Audi,S3,Sedan,Automatic,4WD/AWD,Private Party,2015.0,82800.0,51.0,0,0,1,0,12100.0,sold,2015 Audi S3,"Ended October 21st, 2025 at 3:51 AM","Falls Church, VA 22042",11.0
Jeep,Wrangler,SUV/Crossover,Automatic,4WD/AWD,Private Party,2004.0,91800.0,48.0,0,0,1,0,10100.0,sold,2004 Jeep Wrangler Unlimited Sport 4x4,"Ended November 29th, 2025 at 3:05 AM","Wading River, NY 11792",22.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,1984.0,0.0,16.0,1,1,1,0,9000.0,sold,1984 Ford Mustang GT Coupe 20th Anniversary Edition,"Ended November 22nd, 2025 at 4:18 AM","Green Cove Springs, FL 32043",42.0
Maserati,Spyder,Convertible,Manual,RWD,Private Party,2002.0,48500.0,19.0,1,1,1,0,26500.0,sold,2002 Maserati Spyder GT,"Ended October 17th, 2025 at 1:50 AM","Orlando, FL 32805",24.0
Volvo,S60,Sedan,Automatic,4WD/AWD,Private Party,2004.0,129000.0,16.0,0,0,1,1,4200.0,sold,2004 Volvo S60R,"Ended October 15th, 2025 at 4:00 AM","Frisco, TX 75071",22.0
BMW,02 Series,Coupe,Manual,RWD,Private Party,1970.0,0.0,26.0,1,1,1,0,23250.0,sold,1970 BMW 2002,"Ended December 24th, 2025 at 2:47 AM","Studio City, CA 91604",56.0
Mercedes-Benz,R107 SL,Convertible,Automatic,RWD,Private Party,1979.0,112200.0,44.0,0,1,1,1,15000.0,sold,1979 Mercedes-Benz 450SL,Ended February 3rd at 3:54 AM,"Bluffton, SC 29910",47.0
BMW,3 Series,Wagon,Automatic,4WD/AWD,Private Party,2014.0,98200.0,27.0,0,0,1,0,9500.0,sold,2014 BMW 328i xDrive Sports Wagon,"Ended October 23rd, 2025 at 4:00 AM","Beverly, MA 01915",12.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2013.0,77400.0,35.0,0,0,0,0,24500.0,sold,2013 BMW X5 M,"Ended November 7th, 2025 at 4:42 AM","Inglewood, CA 90304",13.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2007.0,42700.0,32.0,1,1,1,0,25800.0,sold,2007 Ford Mustang Shelby GT500 Coupe,Ended January 17th at 2:43 AM,"West Harrison, IN 47060",19.0
Porsche,987 Cayman,Coupe,Manual,RWD,Private Party,2007.0,38500.0,49.0,1,1,1,0,40000.0,sold,2007 Porsche Cayman,Ended February 11th at 3:51 AM,"Austin, TX 78717",19.0
Mercedes-Benz,190,Sedan,Manual,RWD,Private Party,1990.0,122400.0,31.0,1,1,1,1,24444.0,sold,1990 Mercedes-Benz 190E 2.5-16,Ended January 10th at 2:44 AM,"Boston, MA 02118",36.0
Mitsubishi,3000GT,Coupe,Manual,FWD,Private Party,1992.0,49000.0,22.0,1,0,1,0,12000.0,sold,1992 Mitsubishi 3000GT SL,Ended January 15th at 3:49 AM,"Stuart, FL 34997",34.0
Mercedes-Benz,S-Class AMG,Sedan,Automatic,RWD,Private Party,2007.0,87400.0,30.0,0,1,1,0,21000.0,sold,2007 Mercedes-Benz S65 AMG,"Ended October 28th, 2025 at 2:02 AM","Los Angeles, CA 90016",19.0
Hyundai,Veloster,Hatchback,Automatic,FWD,Private Party,2021.0,16200.0,22.0,0,0,1,0,19765.0,sold,2021 Hyundai Veloster N,"Ended October 15th, 2025 at 3:56 AM","Fort Myers, FL 33913",5.0
Mazda,ND Miata,Convertible,Manual,RWD,Private Party,2020.0,3500.0,26.0,1,1,1,0,26000.0,sold,2020 Mazda MX-5 Miata RF Grand Touring,Ended February 13th at 2:54 AM,"Star, ID 83669",6.0
BMW,2 Series,Coupe,Automatic,RWD,Private Party,2024.0,23000.0,33.0,0,1,1,0,55000.0,sold,2024 BMW M2,Ended February 13th at 2:36 AM,"Raleigh, NC 27603",2.0
BMW,Z4,Convertible,Manual,RWD,Private Party,2011.0,77300.0,10.0,1,1,1,0,17150.0,sold,2011 BMW Z4 sDrive35i,"Ended October 25th, 2025 at 2:22 AM","Walnut Creek, CA 94598",15.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,119500.0,29.0,0,0,1,1,24250.0,sold,2014 Toyota 4Runner Trail 4x4,Ended February 11th at 3:11 AM,"Austin, TX 78729",12.0
Audi,A4,Sedan,Automatic,4WD/AWD,Private Party,2018.0,39400.0,22.0,0,0,1,0,19250.0,sold,2018 Audi A4 2.0T Quattro Premium Plus Sedan,Ended January 9th at 4:11 AM,"Salem, UT 84653",8.0
Audi,Q7,SUV/Crossover,Automatic,4WD/AWD,Private Party,2017.0,87400.0,36.0,0,0,1,0,14800.0,sold,2017 Audi Q7 Premium Plus,Ended February 14th at 3:04 AM,"W Hartford, CT 06117",9.0
Porsche,Taycan,Sedan,Automatic,4WD/AWD,Private Party,2020.0,33200.0,66.0,0,0,1,0,50087.0,sold,2020 Porsche Taycan 4S,Ended February 20th at 3:37 AM,"Long Beach, CA 90808",6.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Dealer,2010.0,55000.0,21.0,0,1,0,0,14300.0,sold,2010 Mercedes-Benz S550,"Ended November 29th, 2025 at 5:22 AM","Central Valley, NY 10917",16.0
Land Rover,LR4,SUV/Crossover,Automatic,4WD/AWD,Private Party,2015.0,120300.0,32.0,0,0,1,1,9100.0,sold,2015 Land Rover LR4 HSE,"Ended November 6th, 2025 at 3:35 AM","Locke Mills, ME 04255",11.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2003.0,117300.0,44.0,1,1,1,1,14700.0,sold,2003 BMW 330i ZHP Sedan,"Ended October 25th, 2025 at 1:44 AM","Tomball, TX 77375",23.0
