make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
Toyota,Tacoma,Truck,Manual,4WD/AWD,Dealer,1998.0,104900.0,36.0,1,0,0,1,17577.0,sold,1998 Toyota Tacoma SR5 XtraCab 4x4,Ended February 14th at 3:45 AM,"Memphis, TN 38134",28.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2008.0,182100.0,15.0,0,0,1,1,11400.0,sold,2008 Toyota FJ Cruiser,"Ended October 15th, 2025 at 3:22 AM","Charlottesville, VA 22903",18.0
Toyota,Land Cruiser,SUV/Crossover,Manual,4WD/AWD,Private Party,1984.0,100100.0,29.0,1,0,1,1,25250.0,sold,1984 Toyota Land Cruiser,"Ended October 24th, 2025 at 3:02 AM","Oakland, CA 94611",42.0
Mercedes-Benz,S-Class,Sedan,Automatic,4WD/AWD,Private Party,2011.0,51200.0,34.0,0,0,1,0,15250.0,sold,2011 Mercedes-Benz S550 4Matic,"Ended October 28th, 2025 at 3:00 AM","North Reading, MA 01864",15.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Private Party,1988.0,159600.0,26.0,0,1,1,1,6300.0,sold,1988 Mercedes-Benz 420SEL,"Ended November 26th, 2025 at 5:03 AM","Palm Desert, CA 92211",38.0
Chevrolet,C6 Corvette,Coupe,Manual,RWD,Private Party,2007.0,57700.0,25.0,1,1,1,0,23000.0,sold,2007 Chevrolet Corvette Coupe,"Ended October 31st, 2025 at 3:47 AM","Herrin, IL 62948",19.0
Ferrari,360,Coupe,Automatic,RWD,Dealer,2000.0,14000.0,38.0,0,1,0,0,78000.0,sold,2000 Ferrari 360 Modena,"Ended December 20th, 2025 at 5:06 AM","Issaquah, WA 98027",26.0
GMC,Yukon,SUV/Crossover,Automatic,4WD/AWD,Dealer,2004.0,111800.0,30.0,0,0,0,1,16850.0,sold,2004 GMC Yukon XL 2500 SLE 4x4,"Ended November 20th, 2025 at 3:37 AM","Tulsa, OK 74115",22.0
Chevrolet,C4 Corvette,Coupe,Automatic,RWD,Dealer,1992.0,24600.0,19.0,0,1,0,0,9600.0,sold,1992 Chevrolet Corvette Coupe,"Ended October 21st, 2025 at 2:11 AM","Huntington Beach, CA 92648",34.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2002.0,344200.0,45.0,0,0,1,1,10000.0,sold,2002 Toyota Land Cruiser,Ended March 3rd at 3:16 AM,"Ringgold, GA 30736",24.0
Land Rover,LR4,SUV/Crossover,Automatic,4WD/AWD,Private Party,2010.0,130900.0,29.0,0,0,1,1,7600.0,sold,2010 Land Rover LR4 HSE,"Ended December 10th, 2025 at 4:14 AM","Fredericksburg, VA 22401",16.0
BMW,E9X M3,Convertible,Manual,RWD,Private Party,2011.0,34800.0,50.0,1,1,1,0,32557.0,sold,2011 BMW M3 Convertible,"Ended October 16th, 2025 at 3:56 AM","Irvine, CA 92620",15.0
BMW,3 Series,Sedan,Automatic,RWD,Private Party,2011.0,98600.0,26.0,0,1,1,0,6900.0,sold,2011 BMW 335i Sedan,"Ended October 30th, 2025 at 3:10 AM","Gaithersburg, MD 20878",15.0
Audi,Allroad,Wagon,Automatic,4WD/AWD,Private Party,2005.0,128000.0,10.0,0,0,1,1,4100.0,sold,2005 Audi Allroad Quattro,"Ended October 18th, 2025 at 2:14 AM","Radford, VA 24141",21.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2022.0,14100.0,43.0,0,0,1,0,43550.0,sold,2022 Tesla Model S Long Range,"Ended October 16th, 2025 at 2:06 AM","Hurst, TX 76054",4.0
Porsche,987 Boxster,Convertible,Manual,RWD,Dealer,2007.0,34500.0,32.0,1,1,0,0,27169.0,sold,2007 Porsche Boxster S,Ended February 10th at 4:54 AM,"West Chester, PA 19382",19.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2015.0,72600.0,22.0,0,0,1,0,27000.0,sold,2015 Porsche Cayenne Diesel,Ended January 8th at 3:36 AM,"Dallas, TX 75230",11.0
BMW,E46 M3,Convertible,Automatic,RWD,Dealer,2003.0,27800.0,35.0,0,1,0,0,27000.0,sold,2003 BMW M3 Convertible,Ended January 3rd at 3:51 AM,"Littleton, CO 80120",23.0
Subaru,Legacy,Wagon,Automatic,4WD/AWD,Private Party,1999.0,86900.0,13.0,0,0,1,0,4000.0,sold,1999 Subaru Legacy Outback,Ended February 28th at 4:18 AM,"Arroyo Grande, CA 93420",27.0
Mercedes-Benz,G Wagen,SUV/Crossover,Automatic,4WD/AWD,Dealer,2024.0,7000.0,29.0,0,0,0,0,150000.0,sold,2024 Mercedes-Benz G550 Final Edition,"Ended December 6th, 2025 at 3:43 AM","West Chester, PA 19382",2.0
Toyota,Tacoma,Truck,Manual,4WD/AWD,Private Party,2024.0,10200.0,19.0,1,0,1,0,40251.0,sold,2024 Toyota Tacoma TRD Off-Road Double Cab 4x4,Ended January 8th at 2:48 AM,"Yorba Linda, CA 92886",2.0
Mercedes-Benz,C-Class,Sedan,Automatic,RWD,Private Party,2005.0,53000.0,20.0,0,1,1,0,5400.0,sold,2005 Mercedes-Benz C230 Kompressor Sport Sedan,"Ended November 8th, 2025 at 4:50 AM","Monmouth Beach, NJ 07750",21.0
Tesla,Model Y,SUV/Crossover,Automatic,4WD/AWD,Private Party,2022.0,48100.0,14.0,0,0,1,0,24500.0,sold,2022 Tesla Model Y Long Range AWD,Ended February 25th at 2:54 AM,"Rossville, TN 38066",4.0
BMW,Z3,Coupe,Manual,RWD,Private Party,1999.0,111100.0,28.0,1,1,1,1,21750.0,sold,1999 BMW Z3 M Coupe,Ended January 6th at 4:06 AM,"Jupiter, FL 33478",27.0
Toyota,RAV4,SUV/Crossover,Manual,4WD/AWD,Dealer,1999.0,121200.0,30.0,1,0,0,1,9600.0,sold,1999 Toyota RAV4 Convertible,Ended February 28th at 4:59 AM,"Miami, FL 33142",27.0
Daihatsu,Hijet,Truck,Manual,4WD/AWD,Private Party,1999.0,64700.0,24.0,1,0,1,0,6600.0,sold,1999 Daihatsu Hijet Dump Truck 4WD,"Ended November 8th, 2025 at 3:10 AM","Danbury, CT 06811",27.0
Honda,S2000,Convertible,Manual,RWD,Private Party,2002.0,49000.0,11.0,1,1,1,0,30035.0,sold,2002 Honda S2000,"Ended November 26th, 2025 at 3:30 AM","Lockeford, CA 95237",24.0
Ford,Mustang,Convertible,Automatic,RWD,Dealer,2001.0,54700.0,31.0,0,1,0,0,8027.0,sold,2001 Ford Mustang GT Convertible,"Ended December 20th, 2025 at 3:35 AM","Chantilly, VA 20152",25.0
Volvo,XC90,SUV/Crossover,Automatic,4WD/AWD,Dealer,2017.0,68400.0,26.0,0,0,0,0,26500.0,sold,2017 Volvo XC90 T8 E-AWD Excellence,Ended January 6th at 4:34 AM,"New Alexandria, PA 15670",9.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,1999.0,45200.0,19.0,1,1,1,0,27000.0,sold,1999 Porsche 911 Carrera Cabriolet,"Ended December 5th, 2025 at 3:36 AM","Vista, CA 92081",27.0
Porsche,991 911,Coupe,Manual,4WD/AWD,Private Party,2014.0,36500.0,56.0,1,0,1,0,91000.0,sold,2014 Porsche 911 Carrera 4S Coupe,Ended February 26th at 3:51 AM,"St. Robert, MO 65584",12.0
Porsche,718 Boxster,Convertible,Manual,RWD,Private Party,2018.0,15600.0,55.0,1,1,1,0,56000.0,sold,2018 Porsche 718 Boxster S,"Ended November 4th, 2025 at 2:44 AM","Brownsville, TX 78526",8.0
Bentley,Continental,Convertible,Automatic,4WD/AWD,Private Party,2017.0,15100.0,52.0,0,0,1,0,87500.0,sold,2017 Bentley Continental GTC V8 S,Ended January 3rd at 4:10 AM,"Los Gatos, CA 95030",9.0
Mercedes-Benz,S-Class,Sedan,Automatic,4WD/AWD,Private Party,2010.0,147100.0,25.0,0,0,1,1,6800.0,sold,2010 Mercedes-Benz S550 4Matic,Ended February 24th at 3:47 AM,"Springfield, IL 62711",16.0
Acura,RL,Sedan,Automatic,FWD,Private Party,1998.0,78300.0,30.0,0,0,1,0,6700.0,sold,1998 Acura 3.5RL,"Ended November 14th, 2025 at 3:40 AM","Westwood, NJ 07675",28.0
Mercedes-Benz,C-Class AMG,Sedan,Automatic,RWD,Dealer,2005.0,118100.0,57.0,0,1,0,1,11300.0,sold,2005 Mercedes-Benz C55 AMG,"Ended November 14th, 2025 at 4:19 AM","Orlando, FL 32820",21.0
Suzuki,Alto,Hatchback,Manual,FWD,Private Party,1995.0,101000.0,23.0,1,0,1,1,4500.0,sold,1995 Suzuki Alto Works ie/s,"Ended November 15th, 2025 at 3:00 AM","Austin, TX 78702",31.0
Mercedes-Benz,E-Class,Wagon,Automatic,4WD/AWD,Private Party,2019.0,53000.0,35.0,0,0,1,0,37950.0,sold,2019 Mercedes-Benz E450 4Matic Wagon,Ended January 6th at 3:03 AM,"South San Francisco, CA 94080",7.0
Ferrari,360,Convertible,Automatic,RWD,Private Party,2001.0,22600.0,25.0,0,1,1,0,82500.0,sold,2001 Ferrari 360 Spider,"Ended December 30th, 2025 at 4:23 AM","Berkley, MA 02779",25.0
Mercedes-Benz,C-Class,Sedan,Automatic,RWD,Private Party,2005.0,87200.0,28.0,0,1,1,0,5000.0,sold,2005 Mercedes-Benz C230 Kompressor Sport Sedan,Ended January 27th at 2:46 AM,"East Islip, NY 11730",21.0
Mercedes-Benz,GLA AMG,SUV/Crossover,Automatic,4WD/AWD,Private Party,2016.0,71200.0,33.0,0,0,1,0,22000.0,sold,2016 Mercedes-AMG GLA45,Ended February 10th at 4:00 AM,"Las Vegas, NV 89103",10.0
Ford,Transit,Van/Minivan,Automatic,4WD/AWD,Private Party,2020.0,31200.0,96.0,0,0,1,0,52500.0,sold,2020 Ford Transit 150 XLT AWD,"Ended December 20th, 2025 at 4:49 AM","Dupont, WA 98327",6.0
Volkswagen,Golf,Wagon,Manual,4WD/AWD,Private Party,2019.0,76100.0,20.0,1,0,1,0,16500.0,sold,2019 Volkswagen Golf Alltrack S,"Ended October 17th, 2025 at 2:37 AM","Carbondale, CO 81623",7.0
Ferrari,California,Convertible,Automatic,RWD,Private Party,2010.0,77800.0,35.0,0,1,1,0,58500.0,sold,2010 Ferrari California,Ended January 3rd at 4:54 AM,"Ben Lomond, CA 95005",16.0
Porsche,981 Boxster,Convertible,Manual,RWD,Private Party,2015.0,22600.0,31.0,1,1,1,0,25750.0,sold,2015 Porsche Boxster,"Ended November 25th, 2025 at 3:28 AM","Houston, TX 77007",11.0
Volkswagen,Beetle,Truck,Automatic,FWD,Private Party,2000.0,89500.0,45.0,0,0,1,0,12000.0,sold,2000 Volkswagen New Beetle 1.8T,"Ended October 25th, 2025 at 4:12 AM","Southampton, PA 18966",26.0
Porsche,981 Boxster,Convertible,Manual,RWD,Private Party,2016.0,19800.0,31.0,1,1,1,0,105481.0,sold,2016 Porsche Boxster Spyder,"Ended November 15th, 2025 at 3:32 AM","Birmingham, AL 35213",10.0
Jaguar,F-Type,Coupe,Automatic,4WD/AWD,Private Party,2018.0,34700.0,12.0,0,0,1,0,51000.0,sold,2018 Jaguar F-Type SVR Coupe,"Ended December 9th, 2025 at 2:42 AM","Portland, OR 97209",8.0
Volkswagen,Mk7 GTI,Hatchback,Manual,FWD,Private Party,2020.0,41200.0,35.0,1,0,1,0,18250.0,sold,2020 Volkswagen GTI S,"Ended October 29th, 2025 at 3:43 AM","Riverton, UT 84065",6.0
Volvo,V70,Wagon,Automatic,4WD/AWD,Private Party,2006.0,136000.0,33.0,0,0,1,1,8000.0,sold,2006 Volvo V70R,Ended January 22nd at 2:43 AM,"Edmonds, WA 98020",20.0
Porsche,Macan,SUV/Crossover,Automatic,4WD/AWD,Dealer,2015.0,114400.0,44.0,0,0,0,1,13623.0,sold,2015 Porsche Macan S,"Ended November 1st, 2025 at 2:46 AM","Pompano Beach, FL 33060",11.0
Audi,R8,Convertible,Automatic,RWD,Private Party,2014.0,76500.0,13.0,0,1,1,0,66050.0,sold,2014 Audi R8 V10 Spyder,"Ended November 22nd, 2025 at 2:55 AM","Boise, ID 83709",12.0
Porsche,Cayenne,SUV/Crossover,Manual,4WD/AWD,Private Party,2014.0,82000.0,51.0,1,0,1,0,70000.0,sold,2014 Porsche Cayenne,"Ended December 9th, 2025 at 2:59 AM","Palm City, FL 34990",12.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Dealer,1998.0,117200.0,41.0,1,0,0,1,13600.0,sold,1998 Subaru Impreza WRX STI,Ended February 25th at 3:25 AM,"Ceres, CA 95307",28.0
Mercedes-Benz,R129 SL,Convertible,Automatic,RWD,Private Party,1999.0,90000.0,44.0,0,1,1,0,11200.0,sold,1999 Mercedes-Benz SL500,Ended January 29th at 3:59 AM,"Sewell, NJ 08080",27.0
Honda,Civic,Sedan,Manual,FWD,Dealer,2003.0,88900.0,26.0,1,0,0,0,6700.0,sold,2003 Honda Civic Hybrid,Ended January 6th at 4:44 AM,"Beaverton, OR 97007",23.0
Subaru,WRX,Sedan,Manual,4WD/AWD,Private Party,2022.0,27100.0,39.0,1,0,1,0,22500.0,sold,2022 Subaru WRX,Ended February 26th at 2:46 AM,"Libertyville, IL 60048",4.0
Nissan,Gloria,Sedan,Automatic,RWD,Dealer,1999.0,42000.0,12.0,0,1,0,0,6700.0,sold,1999 Nissan Gloria Ultima,"Ended October 30th, 2025 at 1:58 AM","Tacoma, WA 98409",27.0
Porsche,997 911,Coupe,Manual,RWD,Private Party,2006.0,186400.0,24.0,1,1,1,1,20997.0,sold,2006 Porsche 911 Carrera Coupe,"Ended November 12th, 2025 at 4:10 AM","Malden, MA 02148",20.0
Nissan,240SX,Coupe,Manual,RWD,Private Party,1989.0,166000.0,11.0,1,1,1,1,11225.0,sold,1989 Nissan 240SX SE,Ended February 6th at 3:38 AM,"Birmingham, AL 35242",37.0
Jaguar,XF,Sedan,Automatic,RWD,Private Party,2012.0,83000.0,37.0,0,1,1,0,10000.0,sold,2012 Jaguar XF Supercharged,Ended January 17th at 3:43 AM,"Fort Mill, SC 29707",14.0
Lexus,LX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2002.0,300300.0,38.0,0,0,1,1,12900.0,sold,2002 Lexus LX 470,Ended February 12th at 3:32 AM,"Marietta, GA 30060",24.0
Porsche,Cayenne,SUV/Crossover,Manual,4WD/AWD,Private Party,2009.0,154800.0,24.0,1,0,1,1,35000.0,sold,2009 Porsche Cayenne GTS,"Ended November 6th, 2025 at 2:34 AM","Monroe, WA 98272",17.0
Lexus,IS F,Sedan,Automatic,RWD,Private Party,2011.0,137500.0,22.0,0,1,1,1,24500.0,sold,2011 Lexus IS F,Ended February 27th at 2:54 AM,"North Billerica, MA 01862",15.0
Toyota,HiAce,Van/Minivan,Automatic,4WD/AWD,Private Party,1994.0,71600.0,31.0,0,0,1,0,15500.0,sold,1994 Toyota HiAce Super Custom Limited 4WD,Ended February 4th at 2:50 AM,"Gig Harbor, WA 98329",32.0
Lexus,LX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2004.0,276800.0,20.0,0,0,0,1,9000.0,sold,2004 Lexus LX 470,"Ended October 23rd, 2025 at 3:11 AM","Pompano Beach, FL 33060",22.0
Volkswagen,Golf R,Hatchback,Manual,4WD/AWD,Private Party,2013.0,94800.0,38.0,1,0,1,0,12000.0,sold,2013 Volkswagen Golf R,Ended February 4th at 4:36 AM,"Seattle, WA 98146",13.0
BMW,E46 M3,Coupe,Manual,RWD,Private Party,2001.0,156800.0,35.0,1,1,1,1,22250.0,sold,2001 BMW M3 Coupe,"Ended December 13th, 2025 at 4:55 AM","Portland, OR 97212",25.0
Porsche,986 Boxster,Convertible,Manual,RWD,Private Party,2003.0,99100.0,46.0,1,1,1,0,13901.0,sold,2003 Porsche Boxster S,"Ended November 1st, 2025 at 3:34 AM","Owens Cross Roads, AL 35763",23.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Dealer,2003.0,313100.0,47.0,0,0,0,1,13000.0,sold,2003 Toyota Land Cruiser,"Ended November 15th, 2025 at 3:31 AM","Boyds, MD 20841",23.0
Mercedes-Benz,C-Class,Sedan,Automatic,RWD,Dealer,2003.0,49800.0,18.0,0,1,0,0,5000.0,sold,2003 Mercedes-Benz C240 Sedan,"Ended November 20th, 2025 at 4:30 AM","Beverly Hills, CA 90210",23.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1990.0,24100.0,17.0,1,1,1,0,12900.0,sold,1990 Mazda MX-5 Miata,"Ended December 12th, 2025 at 3:18 AM","Kennewick, WA 99336",36.0
BMW,3 Series,Hatchback,Manual,RWD,Private Party,1998.0,105000.0,5.0,1,1,1,1,3500.0,sold,1998 BMW 318ti,"Ended November 21st, 2025 at 4:10 AM","Naples, FL 34117",28.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Private Party,2008.0,130400.0,40.0,0,0,1,1,9000.0,sold,2008 Range Rover HSE,"Ended October 17th, 2025 at 2:20 AM","Carson City, NV 89706",18.0
Nissan,Leopard,Sedan,Automatic,RWD,Private Party,1997.0,10600.0,63.0,0,1,1,0,19500.0,sold,1997 Nissan Leopard XV,"Ended November 14th, 2025 at 3:29 AM","Cumming, GA 30028",29.0
Cadillac,Escalade,Truck,Automatic,4WD/AWD,Dealer,2007.0,177600.0,21.0,0,0,0,1,6969.0,sold,2007 Cadillac Escalade EXT,"Ended November 6th, 2025 at 3:43 AM","Saint George, UT 84770",19.0
BMW,3 Series,Sedan,Automatic,4WD/AWD,Private Party,2014.0,94700.0,59.0,0,0,1,0,13100.0,sold,2014 BMW 335i xDrive Sedan,"Ended December 20th, 2025 at 4:05 AM","West Palm Beach, FL 33401",12.0
Porsche,997 911,Coupe,Manual,RWD,Private Party,2008.0,28800.0,36.0,1,1,1,0,42500.0,sold,2008 Porsche 911 Carrera S Coupe,"Ended December 3rd, 2025 at 2:44 AM","York, ME 03909",18.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1992.0,208000.0,20.0,1,1,1,1,5600.0,sold,1992 Mazda MX-5 Miata,"Ended December 3rd, 2025 at 4:31 AM","Rocklin, CA 95765",34.0
Tesla,Model X,SUV/Crossover,Automatic,4WD/AWD,Private Party,2019.0,33600.0,18.0,0,0,1,0,29751.0,sold,2019 Tesla Model X Long Range,Ended January 7th at 3:13 AM,"Bend, OR 97703",7.0
Porsche,986 Boxster,Convertible,Automatic,RWD,Dealer,1999.0,41500.0,28.0,0,1,0,0,13400.0,sold,1999 Porsche Boxster,"Ended November 13th, 2025 at 2:48 AM","Newbury Park, CA 91320",27.0
BMW,X6,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,106600.0,47.0,0,0,1,1,7500.0,sold,2014 BMW X6 xDrive35i,Ended March 3rd at 2:57 AM,"Fort Lauderdale, FL 33309",12.0
Jeep,Wrangler,SUV/Crossover,Manual,4WD/AWD,Private Party,2013.0,94300.0,39.0,1,0,1,0,13000.0,sold,2013 Jeep Wrangler Unlimited Sport 4x4,Ended February 5th at 2:55 AM,"Alexandria, VA 22305",13.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Dealer,2017.0,77000.0,13.0,0,1,0,0,21250.0,sold,2017 Mercedes-Benz S550 Sedan,"Ended November 29th, 2025 at 4:38 AM","La Mesa, CA 91941",9.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2021.0,39900.0,22.0,0,0,1,0,49500.0,sold,2021 Tesla Model S Plaid,Ended February 17th at 2:46 AM,"San Diego, CA 92126",5.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Dealer,2009.0,113300.0,24.0,0,0,0,1,10800.0,sold,2009 Porsche Cayenne S,"Ended November 29th, 2025 at 5:37 AM","Medford, OR 97504",17.0
Volvo,C30,Hatchback,Manual,FWD,Private Party,2013.0,73000.0,19.0,1,0,1,0,12200.0,sold,2013 Volvo C30 Polestar Limited Edition,"Ended December 30th, 2025 at 5:30 AM","Redwood City, CA 94063",13.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2013.0,207700.0,19.0,0,0,1,1,13700.0,sold,2013 Lexus GX 460,Ended January 14th at 2:58 AM,"Broomfield, CO 80020",13.0
BMW,7 Series,Sedan,Automatic,RWD,Private Party,1994.0,130500.0,12.0,0,1,1,1,3000.0,sold,1994 BMW 740i,Ended January 13th at 4:42 AM,"Los Angeles, CA 90045",32.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2003.0,17600.0,71.0,1,1,1,0,14000.0,sold,2003 Ford Mustang GT Coupe,"Ended November 5th, 2025 at 3:57 AM","Linden, NJ 07036",23.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,2001.0,130100.0,41.0,1,1,1,1,17250.0,sold,2001 Porsche 911 Carrera Cabriolet,"Ended December 13th, 2025 at 3:17 AM","Gilbert, AZ 85296",25.0
BMW,8 Series,Coupe,Automatic,RWD,Private Party,1991.0,92200.0,18.0,0,1,1,0,9600.0,sold,1991 BMW 850i,"Ended December 4th, 2025 at 4:40 AM","Airdrie, AB, Canada",35.0
Subaru,Impreza,Wagon,Manual,4WD/AWD,Private Party,1998.0,55700.0,63.0,1,0,1,0,13300.0,sold,1998 Subaru Impreza Outback Sport,Ended January 21st at 5:16 AM,"Ventura, CA 93001",28.0
Lincoln,Town Car,Sedan,Automatic,RWD,Private Party,2006.0,45000.0,17.0,0,1,1,0,11000.0,sold,2006 Lincoln Town Car Designer Series,Ended January 15th at 3:13 AM,"Mobile, AL 36619",20.0
Toyota,Celica,Coupe,Manual,FWD,Private Party,2000.0,48400.0,23.0,1,0,1,0,7500.0,sold,2000 Toyota Celica GT,Ended March 3rd at 3:54 AM,"San Jose, CA 95121",26.0
Chevrolet,Camaro,Coupe,Manual,RWD,Private Party,1994.0,81400.0,45.0,1,1,1,0,9500.0,sold,1994 Chevrolet Camaro Z28 Coupe,"Ended November 4th, 2025 at 2:54 AM","Poplar Bluff, MO 63901",32.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Private Party,2004.0,880.0,32.0,1,0,1,0,107000.0,sold,2004 Subaru Impreza WRX STI,Ended February 27th at 2:27 AM,"San Diego, CA 92103",22.0
Nissan,R35 GT-R,Coupe,Automatic,4WD/AWD,Private Party,2013.0,31500.0,32.0,0,0,1,0,83000.0,sold,2013 Nissan GT-R Black Edition,Ended February 25th at 2:42 AM,"Sunland, CA 91040",13.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2013.0,119600.0,32.0,1,1,1,1,11100.0,sold,2013 BMW 335i Sedan,"Ended November 19th, 2025 at 3:10 AM","Westfield, NJ 07090",13.0
Lotus,Emira,Coupe,Manual,RWD,Private Party,2024.0,6100.0,49.0,1,1,1,0,85600.0,sold,2024 Lotus Emira V6 First Edition,"Ended October 24th, 2025 at 3:18 AM","Morristown, NJ 07960",2.0
Bentley,Continental,Coupe,Automatic,4WD/AWD,Private Party,2005.0,49300.0,23.0,0,0,1,0,16500.0,sold,2005 Bentley Continental GT,"Ended October 16th, 2025 at 2:02 AM","Sanford, NC 27330",21.0
BMW,E36 M3,Coupe,Manual,RWD,Private Party,1999.0,174000.0,52.0,1,1,1,1,20036.0,sold,1999 BMW M3 Coupe,"Ended November 26th, 2025 at 5:25 AM","Hermitage, TN 37076",27.0
BMW,5 Series,Sedan,Automatic,RWD,Private Party,2003.0,98800.0,58.0,0,1,1,0,11100.0,sold,2003 BMW 540i Sedan,"Ended November 1st, 2025 at 1:59 AM","Sonora, CA 95370",23.0
Rivian,R1T,Truck,Automatic,4WD/AWD,Private Party,2023.0,16500.0,6.0,0,0,1,0,52000.0,sold,2023 Rivian R1T Adventure Edition,"Ended November 22nd, 2025 at 3:50 AM","Glendale, CA 91208",3.0
Ford,F-150,Truck,Automatic,RWD,Private Party,2002.0,129300.0,42.0,0,1,1,1,12500.0,sold,2002 Ford F-150 Harley-Davidson Edition,Ended January 24th at 4:24 AM,"Homosassa, FL 34446",24.0
Porsche,996 911,Coupe,Manual,RWD,Private Party,1999.0,125600.0,62.0,1,1,1,1,25750.0,sold,1999 Porsche 911 Carrera Coupe,"Ended October 21st, 2025 at 3:06 AM","Seattle, WA 98103",27.0
Tesla,Model 3,Sedan,Automatic,4WD/AWD,Private Party,2018.0,49500.0,17.0,0,0,1,0,16555.0,sold,2018 Tesla Model 3 Performance,Ended February 5th at 3:54 AM,"Scottsdale, AZ 85257",8.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2013.0,134000.0,28.0,0,0,1,1,9752.0,sold,2013 Porsche Cayenne S Hybrid,"Ended November 25th, 2025 at 3:06 AM","La Palma, CA 90623",13.0
Ferrari,360,Coupe,Manual,RWD,Dealer,2000.0,23600.0,17.0,1,1,0,0,83888.0,sold,2000 Ferrari 360 Modena,"Ended November 12th, 2025 at 4:18 AM","Roswell, GA 30075",26.0
Mercedes-Benz,E-Class,Wagon,Automatic,4WD/AWD,Dealer,2001.0,145000.0,24.0,0,0,0,1,5000.0,sold,2001 Mercedes-Benz E320 4Matic Wagon,"Ended November 15th, 2025 at 4:43 AM","Haverford, PA 19041",25.0
Rivian,R1S,SUV/Crossover,Automatic,4WD/AWD,Private Party,2023.0,4200.0,28.0,0,0,1,0,61008.0,sold,2023 Rivian R1S Launch Edition,"Ended December 20th, 2025 at 4:44 AM","Winter Park, FL 32789",3.0
Toyota,Tacoma,Truck,Automatic,4WD/AWD,Private Party,2025.0,700.0,31.0,0,0,1,0,44250.0,sold,2025 Toyota Tacoma TRD Sport Double Cab 4x4,Ended February 7th at 3:27 AM,"Phoenix, AZ 85023",1.0
Mercedes-Benz,G Wagen,SUV/Crossover,Manual,4WD/AWD,Private Party,1985.0,25000.0,49.0,1,0,1,0,40500.0,sold,1985 Mercedes-Benz 240GD,Ended January 9th at 3:37 AM,"San Jose, CA 95132",41.0
BMW,E9X M3,Sedan,Manual,RWD,Private Party,2011.0,78000.0,40.0,1,1,1,0,34000.0,sold,2011 BMW M3 Sedan,Ended February 7th at 4:59 AM,"Saint James, NY 11780",15.0
Audi,A6,Sedan,Automatic,FWD,Dealer,2014.0,44600.0,26.0,0,0,0,0,9600.0,sold,2014 Audi A6 2.0T Premium Plus,"Ended November 27th, 2025 at 3:32 AM","Hollywood, FL 33023",12.0
Toyota,Supra,Coupe,Manual,RWD,Dealer,1998.0,45800.0,54.0,1,1,0,0,93000.0,sold,1998 Toyota Supra Turbo,"Ended November 15th, 2025 at 4:42 AM","Alhambra, CA 91803",28.0
Infiniti,G35,Coupe,Manual,RWD,Private Party,2003.0,104700.0,45.0,1,1,1,1,9600.0,sold,2003 Infiniti G35 Coupe,"Ended December 31st, 2025 at 3:22 AM","Woodland Hills, CA 91367",23.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Dealer,2005.0,183100.0,32.0,0,0,0,1,8000.0,sold,2005 Toyota 4Runner SR5 4x4,"Ended December 20th, 2025 at 4:27 AM","Marietta, GA 30062",21.0
Mercedes-Benz,R107 SL,Convertible,Automatic,RWD,Private Party,1989.0,103700.0,14.0,0,1,1,1,9300.0,sold,1989 Mercedes-Benz 560SL,"Ended November 29th, 2025 at 4:54 AM","Mount Pleasant, SC 29466",37.0
Porsche,987 Cayman,Coupe,Manual,RWD,Private Party,2007.0,107800.0,15.0,1,1,1,1,26000.0,sold,2007 Porsche Cayman S,"Ended December 13th, 2025 at 4:18 AM","Moraga, CA 94556",19.0
